id_ids	forma	valor_original	concepto_en	concepticon_gloss	concepticon_id	capitulo_id	capitulo	comentario
308-14-470-1	anuckápin	anuckápin; an-nu; a-nú	today	TODAY	1283	14	Tiempo	
308-14-470-2	an-nu	anuckápin; an-nu; a-nú	today	TODAY	1283	14	Tiempo	
308-14-470-3	a-nú	anuckápin; an-nu; a-nú	today	TODAY	1283	14	Tiempo	
308-14-480-1	taipu	taipu; tai-po	tomorrow	TOMORROW	1329	14	Tiempo	
308-14-480-2	tai-po	taipu; tai-po	tomorrow	TOMORROW	1329	14	Tiempo	
308-14-481-1	taipu-ené	taipu-ené; e-né	day-after-tomorrow	DAY AFTER TOMORROW	1179	14	Tiempo	
308-14-481-2	e-né	taipu-ené; e-né	day-after-tomorrow	DAY AFTER TOMORROW	1179	14	Tiempo	
308-14-490-1	habá	habá; atta; hatta	yesterday	YESTERDAY	1174	14	Tiempo	Also haa-ta; hack-tu.
308-14-490-2	atta	habá; atta; hatta	yesterday	YESTERDAY	1174	14	Tiempo	Also haa-ta; hack-tu.
308-14-490-3	hatta	habá; atta; hatta	yesterday	YESTERDAY	1174	14	Tiempo	Also haa-ta; hack-tu.
308-14-491-1	aba-haba	aba-haba; hat-ta-hat-cku	day-before-yesterday	DAY BEFORE YESTERDAY	1180	14	Tiempo	
308-14-491-2	hat-ta-hat-cku	aba-haba; hat-ta-hat-cku	day-before-yesterday	DAY BEFORE YESTERDAY	1180	14	Tiempo	
308-14-710-1	ckamur	ckamur; ca-mur; cca-mur	month	MONTH	1370	14	Tiempo	Also means 'moon' 01.530.
308-14-710-2	ca-mur	ckamur; ca-mur; cca-mur	month	MONTH	1370	14	Tiempo	Also means 'moon' 01.530.
308-14-710-3	cca-mur	ckamur; ca-mur; cca-mur	month	MONTH	1370	14	Tiempo	Also means 'moon' 01.530.
308-14-730-1	cketi	cketi; quet-ti	year	YEAR	1226	14	Tiempo	
308-14-730-2	quet-ti	cketi; quet-ti	year	YEAR	1226	14	Tiempo	
308-14-740-1	tse-rar	tse-rar	winter	WINTER	1471	14	Tiempo	Also means 'cold' 15.860.
308-15-210-1	hui-na-tur	hui-na-tur	smell (vb intrans)	SMELL (STINK)	1587	15	Percepción sensorial	
308-15-260-1	pocknur	pocknur	stinking, bad smelling	STINKING	42	15	Percepción sensorial	
308-15-310-1	ckack-na-tur	ckack-na-tur	taste	TASTE (SOMETHING)	21	15	Percepción sensorial	
308-15-350-1	gkachi	gkachi; ckack-tchi	sweet	SWEET	717	15	Percepción sensorial	
308-15-350-2	ckack-tchi	gkachi; ckack-tchi	sweet	SWEET	717	15	Percepción sensorial	
308-15-360-1	ckair	ckair	salty	SALTY	1091	15	Percepción sensorial	
308-15-370-1	ckannai	ckannai; suntchir	bitter	BITTER	887	15	Percepción sensorial	
308-15-370-2	suntchir	ckannai; suntchir	bitter	BITTER	887	15	Percepción sensorial	
308-15-410-1	ye-bi-tur	ye-bi-tur	hear	HEAR	1408	15	Percepción sensorial	
308-15-420-1	batc-ka-tur	batc-ka-tur	listen	LISTEN	1608	15	Percepción sensorial	
308-15-510-1	minck-tur	minck-tur; mi-ni-tur	see	SEE	1409	15	Percepción sensorial	
308-15-510-2	mi-ni-tur	minck-tur; mi-ni-tur	see	SEE	1409	15	Percepción sensorial	
308-15-520-1	lai-pin-tur	lai-pin-tur	look, look at	LOOK	1819	15	Percepción sensorial	
308-15-630-1	seckstchar	seckstchar	dark (in color)	DARK	706	15	Percepción sensorial	
308-15-640-1	tarar	tarar; tta-rar; ta-ra; tatar	white	WHITE	1335	15	Percepción sensorial	Also mean 'hard' 15.740. Also ka-nai.
308-15-640-2	tta-rar	tarar; tta-rar; ta-ra; tatar	white	WHITE	1335	15	Percepción sensorial	Also mean 'hard' 15.740. Also ka-nai.
308-15-640-3	ta-ra	tarar; tta-rar; ta-ra; tatar	white	WHITE	1335	15	Percepción sensorial	Also mean 'hard' 15.740. Also ka-nai.
308-15-640-4	tatar	tarar; tta-rar; ta-ra; tatar	white	WHITE	1335	15	Percepción sensorial	Also mean 'hard' 15.740. Also ka-nai.
308-15-650-1	atchi	atchi; haatchi	black	BLACK	163	15	Percepción sensorial	
308-15-650-2	haatchi	atchi; haatchi	black	BLACK	163	15	Percepción sensorial	
308-15-660-1	lari	lari	red	RED	156	15	Percepción sensorial	
308-15-670-1	selti	selti	blue	BLUE	837	15	Percepción sensorial	
308-15-680-1	ckaari	ckaari	green	GREEN	1425	15	Percepción sensorial	
308-15-690-1	ckaala	ckaala	yellow	YELLOW	1424	15	Percepción sensorial	
308-15-710-1	ya-pa-tur	ya-pa-tur	touch	TOUCH	1892	15	Percepción sensorial	
308-15-712-1	bi-tai-na-tur	bi-tai-na-tur	pinch	PINCH	378	15	Percepción sensorial	
308-15-740-1	tta-rar	tta-rar; tarar	hard	HARD	1884	15	Percepción sensorial	Also mean 'white' 15.640.
308-15-740-2	tarar	tta-rar; tarar	hard	HARD	1884	15	Percepción sensorial	Also mean 'white' 15.640.
308-15-750-1	hulir	hulir	soft	SOFT	1856	15	Percepción sensorial	
308-15-760-1	ckatchacka	ckatchacka; ca-cha-ca	rough	ROUGH	1923	15	Percepción sensorial	
308-15-760-2	ca-cha-ca	ckatchacka; ca-cha-ca	rough	ROUGH	1923	15	Percepción sensorial	
308-15-810-1	nu-nir	nu-nir; mu-nir	heavy	HEAVY	1210	15	Percepción sensorial	
308-15-810-2	mu-nir	nu-nir; mu-nir	heavy	HEAVY	1210	15	Percepción sensorial	
308-15-820-1	leba	leba; pui-yur	light (in weight)	LIGHT (WEIGHT)	1052	15	Percepción sensorial	
308-15-820-2	pui-yur	leba; pui-yur	light (in weight)	LIGHT (WEIGHT)	1052	15	Percepción sensorial	
308-15-830-1	lac-kar	lac-kar; lackar	wet, damp	WET	1726	15	Percepción sensorial	
308-15-830-2	lackar	lac-kar; lackar	wet, damp	WET	1726	15	Percepción sensorial	
308-15-840-1	ckein-cha	ckein-cha	dry	DRY	1398	15	Percepción sensorial	
308-15-850-1	capi	capi; ttami; ttama; tama	hot	HOT	1286	15	Percepción sensorial	
308-15-850-2	ttami	capi; ttami; ttama; tama	hot	HOT	1286	15	Percepción sensorial	
308-15-850-3	ttama	capi; ttami; ttama; tama	hot	HOT	1286	15	Percepción sensorial	
308-15-850-4	tama	capi; ttami; ttama; tama	hot	HOT	1286	15	Percepción sensorial	
308-15-851-1	hatur	hatur; ttami; tama	warm	WARM	1232	15	Percepción sensorial	
308-15-851-2	ttami	hatur; ttami; tama	warm	WARM	1232	15	Percepción sensorial	
308-15-851-3	tama	hatur; ttami; tama	warm	WARM	1232	15	Percepción sensorial	
308-15-860-1	serar	serar; teckar; tse-rar; te-car	cold	COLD	1287	15	Percepción sensorial	Also tecka; seray. Also mean 'winter' 14.740.
308-15-860-2	teckar	serar; teckar; tse-rar; te-car	cold	COLD	1287	15	Percepción sensorial	Also tecka; seray. Also mean 'winter' 14.740.
308-15-860-3	tse-rar	serar; teckar; tse-rar; te-car	cold	COLD	1287	15	Percepción sensorial	Also tecka; seray. Also mean 'winter' 14.740.
308-15-860-4	te-car	serar; teckar; tse-rar; te-car	cold	COLD	1287	15	Percepción sensorial	Also tecka; seray. Also mean 'winter' 14.740.
308-15-870-1	pa-lun-tur	pa-lun-tur	clean	CLEAN	704	15	Percepción sensorial	
308-15-880-1	ttanutacke	ttanutacke; tchicka	dirty, soiled	DIRTY	1230	15	Percepción sensorial	
308-15-880-2	tchicka	ttanutacke; tchicka	dirty, soiled	DIRTY	1230	15	Percepción sensorial	
308-16-230-1	coyajne	coyajne	joyful, glad, happy	HAPPY	1495	16	Emociones y valores	
308-16-250-1	letch-tur	letch-tur; les-tur	laugh	LAUGH	1355	16	Emociones y valores	
308-16-250-2	les-tur	letch-tur; les-tur	laugh	LAUGH	1355	16	Emociones y valores	
308-16-251-1	tesh-ma	tesh-ma	smile	SMILE	1451	16	Emociones y valores	
308-16-260-1	letch-tur	letch-tur	play	PLAY	1413	16	Emociones y valores	Also means 'laugh' 16.250.
308-16-270-1	ckip-tur	ckip-tur; tchi-tac-kan-tur	love	LOVE	923	16	Emociones y valores	Also qqui-pi; ke-je-pe.
308-16-270-2	tchi-tac-kan-tur	ckip-tur; tchi-tac-kan-tur	love	LOVE	923	16	Emociones y valores	Also qqui-pi; ke-je-pe.
308-16-290-1	ckist-cha-tur	ckist-cha-tur; qui-se-ha-ma	kiss	KISS	578	16	Emociones y valores	
308-16-290-2	qui-se-ha-ma	ckist-cha-tur; qui-se-ha-ma	kiss	KISS	578	16	Emociones y valores	
308-16-300-1	lab-un-tur	lab-un-tur	embrace	EMBRACE	928	16	Emociones y valores	
308-16-310-1	tchánima	tchánima; tcha-tur	pain	PAIN	1783	16	Emociones y valores	
308-16-310-2	tcha-tur	tchánima; tcha-tur	pain	PAIN	1783	16	Emociones y valores	
308-16-320-1	tchá-ni-ma	tchá-ni-ma	grief, sorrow, sadness	GRIEF	1668	16	Emociones y valores	
308-16-370-1	ckeu-tur	ckeu-tur; queu-ma	cry, weep	CRY	1839	16	Emociones y valores	
308-16-370-2	queu-ma	ckeu-tur; queu-ma	cry, weep	CRY	1839	16	Emociones y valores	
308-16-380-1	ckepipui	ckepipui	tear (noun)	TEAR (OF EYE)	1651	16	Emociones y valores	
308-16-410-1	ckois-tur	ckois-tur; ckoicks-tur; coys-ma	hate	HATE	1607	16	Emociones y valores	
308-16-410-2	ckoicks-tur	ckois-tur; ckoicks-tur; coys-ma	hate	HATE	1607	16	Emociones y valores	
308-16-410-3	coys-ma	ckois-tur; ckoicks-tur; coys-ma	hate	HATE	1607	16	Emociones y valores	
308-16-450-1	haick-tur	haick-tur	shame (noun)	SHAME	1776	16	Emociones y valores	
308-16-530-1	cko-na-tur	cko-na-tur; cku-na-tur	fear, fright	FEAR (FRIGHT)	781	16	Emociones y valores	Also cko-nao; cku-nau.
308-16-530-2	cku-na-tur	cko-na-tur; cku-na-tur	fear, fright	FEAR (FRIGHT)	781	16	Emociones y valores	Also cko-nao; cku-nau.
308-16-660-1	ckorinta	ckorinta; cko-rin; quél-char	true	TRUE	1657	16	Emociones y valores	Also ckeltchar; q'uelechar.
308-16-660-2	cko-rin	ckorinta; cko-rin; quél-char	true	TRUE	1657	16	Emociones y valores	Also ckeltchar; q'uelechar.
308-16-660-3	quél-char	ckorinta; cko-rin; quél-char	true	TRUE	1657	16	Emociones y valores	Also ckeltchar; q'uelechar.
308-16-670-1	hee-la-ta	hee-la-ta; hel-la; se-li-ma	lie, tell lies	LIE (MISLEAD)	601	16	Emociones y valores	Also hee-la-tur; hel-la-tur.
308-16-670-2	hel-la	hee-la-ta; hel-la; se-li-ma	lie, tell lies	LIE (MISLEAD)	601	16	Emociones y valores	Also hee-la-tur; hel-la-tur.
308-16-670-3	se-li-ma	hee-la-ta; hel-la; se-li-ma	lie, tell lies	LIE (MISLEAD)	601	16	Emociones y valores	Also hee-la-tur; hel-la-tur.
308-16-710-1	ckack-tchi	ckack-tchi; cayáhia; khaya	good	GOOD	1035	16	Emociones y valores	Also ckaa-ya; tei; ttey-ia.
308-16-710-2	cayáhia	ckack-tchi; cayáhia; khaya	good	GOOD	1035	16	Emociones y valores	Also ckaa-ya; tei; ttey-ia.
308-16-710-3	khaya	ckack-tchi; cayáhia; khaya	good	GOOD	1035	16	Emociones y valores	Also ckaa-ya; tei; ttey-ia.
308-16-720-1	hualcher	hualcher; bal-tchar; válchar	bad	BAD	1292	16	Emociones y valores	Also valcher; calc'har.
308-16-720-2	bal-tchar	hualcher; bal-tchar; válchar	bad	BAD	1292	16	Emociones y valores	Also valcher; calc'har.
308-16-720-3	válchar	hualcher; bal-tchar; válchar	bad	BAD	1292	16	Emociones y valores	Also valcher; calc'har.
308-16-810-1	nintchicks	nintchicks; nin-chies; michc-si	beautiful	BEAUTIFUL	1427	16	Emociones y valores	
308-16-810-2	nin-chies	nintchicks; nin-chies; michc-si	beautiful	BEAUTIFUL	1427	16	Emociones y valores	
308-16-810-3	michc-si	nintchicks; nin-chies; michc-si	beautiful	BEAUTIFUL	1427	16	Emociones y valores	
308-16-820-1	itchansicks	itchansicks	ugly	UGLY	1548	16	Emociones y valores	
308-16-830-1	ckanascka	ckanascka	greedy	GREEDY	2018	16	Emociones y valores	
308-17-160-1	hayps-ckun-tur	hayps-ckun-tur	understand	UNDERSTAND	1536	17	Cognición	
308-17-170-1	ttu-ick-tur	ttu-ick-tur	know	KNOW (SOMETHING)	1410	17	Cognición	
308-17-172-1	paarck-tur	paarck-tur; palck-tur	imitate	IMITATE	117	17	Cognición	
308-17-172-2	palck-tur	paarck-tur; palck-tur	imitate	IMITATE	117	17	Cognición	
308-17-220-1	baɲuncki	baɲuncki; hurma; lack-tul-va	foolish, stupid	STUPID	1518	17	Cognición	
308-17-220-2	hurma	baɲuncki; hurma; lack-tul-va	foolish, stupid	STUPID	1518	17	Cognición	
308-17-220-3	lack-tul-va	baɲuncki; hurma; lack-tul-va	foolish, stupid	STUPID	1518	17	Cognición	
308-17-240-1	hay-may-tier	hay-may-tier	learn	LEARN	504	17	Cognición	
308-17-242-1	he-rab-un-tur	he-rab-un-tur	study	STUDY	1929	17	Cognición	
308-17-310-1	tchi-tac-kan-tur	tchi-tac-kan-tur	remember	REMEMBER	707	17	Cognición	Also means 'love'.
308-17-320-1	ckoi-ma-tur	ckoi-ma-tur	forget	FORGET	1523	17	Cognición	
308-17-550-1	iquiaré	iquiaré; bé	yes, affirmative	YES	1268	17	Cognición	
308-17-550-2	bé	iquiaré; bé	yes, affirmative	YES	1268	17	Cognición	
308-17-560-1	ackanu	ackanu; sic-kin; sicanu	no, negative	NO	1269	17	Cognición	
308-17-560-2	sic-kin	ackanu; sic-kin; sicanu	no, negative	NO	1269	17	Cognición	
308-17-560-3	sicanu	ackanu; sic-kin; sicanu	no, negative	NO	1269	17	Cognición	
308-17-640-1	irintacku	irintacku	what?	WHAT	1236	17	Cognición	
308-17-650-1	pinch-có	pinch-có; pin-tchick	when?	WHEN	1238	17	Cognición	Also pintchicku; irorais.
308-17-650-2	pin-tchick	pinch-có; pin-tchick	when?	WHEN	1238	17	Cognición	Also pintchicku; irorais.
308-17-660-1	entickiá	entickiá; antiquiá	where?	WHERE	1237	17	Cognición	
308-17-660-2	antiquiá	entickiá; antiquiá	where?	WHERE	1237	17	Cognición	
308-17-670-1	itquiquiá	itquiquiá	which?	WHICH	727	17	Cognición	
308-17-680-1	iticku	iticku; itiquiá; itic	who?	WHO	1235	17	Cognición	
308-17-680-2	itiquiá	iticku; itiquiá; itic	who?	WHO	1235	17	Cognición	
308-17-680-3	itic	iticku; itiquiá; itic	who?	WHO	1235	17	Cognición	
308-18-110-1	ckoi	ckoi	voice	VOICE	1363	18	Habla y lenguaje	
308-18-120-1	herck-tur	herck-tur	sing	SING	1261	18	Habla y lenguaje	
308-18-130-1	ttac-ka-tur	ttac-ka-tur; stac-ka-tur	shout, cry out	SHOUT	715	18	Habla y lenguaje	
308-18-130-2	stac-ka-tur	ttac-ka-tur; stac-ka-tur	shout, cry out	SHOUT	715	18	Habla y lenguaje	
308-18-170-1	ckúc-kun-tur	ckúc-kun-tur	whistle	WHISTLE	1025	18	Habla y lenguaje	
308-18-210-1	yoc-kon-tur	yoc-kon-tur; yoc-on-tur	speak, talk	SPEAK	1623	18	Habla y lenguaje	
308-18-210-2	yoc-on-tur	yoc-kon-tur; yoc-on-tur	speak, talk	SPEAK	1623	18	Habla y lenguaje	
308-18-220-1	ham-ma-tur	ham-ma-tur; nib-tur	say	SAY	1458	18	Habla y lenguaje	
308-18-220-2	nib-tur	ham-ma-tur; nib-tur	say	SAY	1458	18	Habla y lenguaje	
308-18-221-1	tchip-na-tur	tchip-na-tur	tell story	TELL	1711	18	Habla y lenguaje	
308-18-280-1	tchei	tchei; yaclo	name	NAME	1405	18	Habla y lenguaje	
308-18-280-2	yaclo	tchei; yaclo	name	NAME	1405	18	Habla y lenguaje	
308-18-310-1	he-bi-tur	he-bi-tur	ask (question, inquire)	ASK (INQUIRE)	1309	18	Habla y lenguaje	
308-18-320-1	ckol-back-tur	ckol-back-tur	answer	ANSWER	1275	18	Habla y lenguaje	
308-18-350-1	tí-si-tur	tí-si-tur	ask, request	ASK (REQUEST)	1828	18	Habla y lenguaje	
308-18-390-1	ckap-cki-tur	ckap-cki-tur	rebuke, scold	SCOLD	299	18	Habla y lenguaje	
308-18-410-1	cka-tur	cka-tur	call (=summon)	CALL	1084	18	Habla y lenguaje	
308-19-110-1	lickana	lickana; lic-ka-na; li-can	country	COUNTRY	1300	19	Relaciones sociales y políticas	
308-19-110-2	lic-ka-na	lickana; lic-ka-na; li-can	country	COUNTRY	1300	19	Relaciones sociales y políticas	
308-19-110-3	li-can	lickana; lic-ka-na; li-can	country	COUNTRY	1300	19	Relaciones sociales y políticas	
308-19-120-1	lickana	lickana	one's native country	NATIVE COUNTRY	89	19	Relaciones sociales y políticas	
308-19-150-1	liken	liken; lican; lickan	city, town	TOWN	1391	19	Relaciones sociales y políticas	Also leri; lican capur.
308-19-150-2	lican	liken; lican; lickan	city, town	TOWN	1391	19	Relaciones sociales y políticas	Also leri; lican capur.
308-19-150-3	lickan	liken; lican; lickan	city, town	TOWN	1391	19	Relaciones sociales y políticas	Also leri; lican capur.
308-19-160-1	lickan itchckai	lickan itchckai; lican ichcai	village	VILLAGE	930	19	Relaciones sociales y políticas	Also cka-pun; li-ken.
308-19-160-2	lican ichcai	lickan itchckai; lican ichcai	village	VILLAGE	930	19	Relaciones sociales y políticas	Also cka-pun; li-ken.
308-19-210-1	ckonti	ckonti; ckonte; ckonnti	people (populace)	PEOPLE	789	19	Relaciones sociales y políticas	Also kontya; con-ti.
308-19-210-2	ckonte	ckonti; ckonte; ckonnti	people (populace)	PEOPLE	789	19	Relaciones sociales y políticas	Also kontya; con-ti.
308-19-210-3	ckonnti	ckonti; ckonte; ckonnti	people (populace)	PEOPLE	789	19	Relaciones sociales y políticas	Also kontya; con-ti.
308-19-250-1	hackamur	hackamur; ha-cau-mur; haccumur	staff, walking stick	WALKING STICK	1296	19	Relaciones sociales y políticas	Also means 'firewood'.
308-19-250-2	ha-cau-mur	hackamur; ha-cau-mur; haccumur	staff, walking stick	WALKING STICK	1296	19	Relaciones sociales y políticas	Also means 'firewood'.
308-19-250-3	haccumur	hackamur; ha-cau-mur; haccumur	staff, walking stick	WALKING STICK	1296	19	Relaciones sociales y políticas	Also means 'firewood'.
308-19-450-1	huc-kru-tur	huc-kru-tur	command, order	COMMAND	1998	19	Relaciones sociales y políticas	
308-19-580-1	ye-na-pa-tur	ye-na-pa-tur	help, aid	HELP	1897	19	Relaciones sociales y políticas	
308-20-110-1	cki-i-tur	cki-i-tur	fight (vb)	FIGHT	1423	20	Guerra y caza	
308-20-140-1	tecumtansi	tecumtansi	peace	PEACE	1338	20	Guerra y caza	
308-20-230-1	sippur	sippur; sip-pur; si-pur	sling	SLING	387	20	Guerra y caza	
308-20-230-2	sip-pur	sippur; sip-pur; si-pur	sling	SLING	387	20	Guerra y caza	
308-20-230-3	si-pur	sippur; sip-pur; si-pur	sling	SLING	387	20	Guerra y caza	
308-20-620-1	tchorck-tur	tchorck-tur	shoot	SHOOT	1172	20	Guerra y caza	
308-21-510-1	tcha-pa-tur	tcha-pa-tur; tcha-pu-tur	steal	STEAL	713	21	Derecho	
308-21-510-2	tcha-pu-tur	tcha-pa-tur; tcha-pu-tur	steal	STEAL	713	21	Derecho	
308-21-520-1	tchapuckar	tchapuckar; tcha-puc-kar	thief	THIEF	1160	21	Derecho	
308-21-520-2	tcha-puc-kar	tchapuckar; tcha-puc-kar	thief	THIEF	1160	21	Derecho	
308-22-120-1	ca-pim	ca-pim	God	GOD	1944	22	Religión y creencias	
308-22-350-1	cun-san-ta	cun-san-ta	demon (evil spirit)	DEMON	1973	22	Religión y creencias	
308-22-440-1	ckoi-man	ckoi-man	fairy, elf	ELF OR FAIRY	3206	22	Religión y creencias	
