id_ids	forma	valor_original	concepto_en	concepticon_gloss	concepticon_id	capitulo_id	capitulo	comentario
308-9-120-1	heus-tcha-tur	heus-tcha-tur; heus-tur	work	WORK (LABOUR)	984	9	Acciones básicas y tecnología	
308-9-120-2	heus-tur	heus-tcha-tur; heus-tur	work	WORK (LABOUR)	984	9	Acciones básicas y tecnología	
308-9-140-1	tchut-na-tur	tchut-na-tur; pit-chac-ku-tur	bend	BEND	2004	9	Acciones básicas y tecnología	Also tchai-la-tur.
308-9-140-2	pit-chac-ku-tur	tchut-na-tur; pit-chac-ku-tur	bend	BEND	2004	9	Acciones básicas y tecnología	Also tchai-la-tur.
308-9-160-1	ckoi-yo-tur	ckoi-yo-tur; lac-kal-tur	tie, bind	TIE	1917	9	Acciones básicas y tecnología	Also lack-tur.
308-9-160-2	lac-kal-tur	ckoi-yo-tur; lac-kal-tur	tie, bind	TIE	1917	9	Acciones básicas y tecnología	Also lack-tur.
308-9-161-1	pot-na-tur	pot-na-tur	untie	UNTIE	352	9	Acciones básicas y tecnología	
308-9-190-1	misckar	misckar	rope, cord	ROPE	1218	9	Acciones básicas y tecnología	
308-9-192-1	ttusu	ttusu; humar	knot (noun)	KNOT	760	9	Acciones básicas y tecnología	
308-9-192-2	humar	ttusu; humar	knot (noun)	KNOT	760	9	Acciones básicas y tecnología	
308-9-210-1	tchick-nar	tchick-nar	strike (hit, beat)	STRIKE OR BEAT	2133	9	Acciones básicas y tecnología	
308-9-220-1	cka-rac-kar-tur	cka-rac-kar-tur; cka-ra-tur	cut	CUT	1432	9	Acciones básicas y tecnología	Also cca-ra-tur.
308-9-220-2	cka-ra-tur	cka-rac-kar-tur; cka-ra-tur	cut	CUT	1432	9	Acciones básicas y tecnología	Also cca-ra-tur.
308-9-222-1	tec-ki-tur	tec-ki-tur	chop, hew	CHOP	155	9	Acciones básicas y tecnología	Also means 'destroy'.
308-9-260-1	cku-ra-tur	cku-ra-tur; cja-ra-tur	break	BREAK (DESTROY OR GET DESTROYED)	680	9	Acciones básicas y tecnología	Also lorck-na-tur.
308-9-260-2	cja-ra-tur	cku-ra-tur; cja-ra-tur	break	BREAK (DESTROY OR GET DESTROYED)	680	9	Acciones básicas y tecnología	Also lorck-na-tur.
308-9-290-1	tte-ra-tur	tte-ra-tur	flay, skin	PULL OFF (SKIN)	291	9	Acciones básicas y tecnología	
308-9-340-1	pe-ra-tur	pe-ra-tur; tus-sa-tur	spread out	SPREAD OUT	38	9	Acciones básicas y tecnología	Also laus-sar.
308-9-340-2	tus-sa-tur	pe-ra-tur; tus-sa-tur	spread out	SPREAD OUT	38	9	Acciones básicas y tecnología	Also laus-sar.
308-9-341-1	be-lui-na-tur	be-lui-na-tur; te-bai-na-tur	hang up	HANG UP	357	9	Acciones básicas y tecnología	
308-9-341-2	te-bai-na-tur	be-lui-na-tur; te-bai-na-tur	hang up	HANG UP	357	9	Acciones básicas y tecnología	
308-9-342-1	cka-tal-na-tur	cka-tal-na-tur	press	PRESS	1913	9	Acciones básicas y tecnología	
308-9-343-1	te-pi-tur	te-pi-tur	squeeze, wring	SQUEEZE	1414	9	Acciones básicas y tecnología	
308-9-350-1	tchuck-na-tur	tchuck-na-tur	pour	POUR	1487	9	Acciones básicas y tecnología	
308-9-360-1	cka-bu-tur	cka-bu-tur; tchec-ka-tin-tur	wash	WASH	1453	9	Acciones básicas y tecnología	
308-9-360-2	tchec-ka-tin-tur	cka-bu-tur; tchec-ka-tin-tur	wash	WASH	1453	9	Acciones básicas y tecnología	
308-9-370-1	baal-sa-tur	baal-sa-tur	sweep	SWEEP	230	9	Acciones básicas y tecnología	
308-9-380-1	bal-san-tur	bal-san-tur	broom	BROOM	245	9	Acciones básicas y tecnología	
308-9-461-1	baalatur	baalatur	hollow out	HOLLOW OUT	46	9	Acciones básicas y tecnología	
308-9-560-1	tchauna-tur	tchauna-tur	glue	GLUE	1069	9	Acciones básicas y tecnología	
308-9-650-1	leber	leber; le-vir	silver	SILVER	759	9	Acciones básicas y tecnología	
308-9-650-2	le-vir	leber; le-vir	silver	SILVER	759	9	Acciones básicas y tecnología	
308-9-660-1	co-la	co-la	copper, bronze	BRONZE OR COPPER	3192	9	Acciones básicas y tecnología	
308-9-730-1	yotto	yotto; ckisti	clay	CLAY	1399	9	Acciones básicas y tecnología	
308-9-730-2	ckisti	yotto; ckisti	clay	CLAY	1399	9	Acciones básicas y tecnología	
308-9-750-1	ckot-na-tur	ckot-na-tur	weave, plait	BRAID (VERB) OR WEAVE (BASKET)	3294	9	Acciones básicas y tecnología	
308-10-110-1	luc-kan-tur	luc-kan-tur	move	MOVE	765	10	Movimiento	
308-10-120-1	cku-tup-tur	cku-tup-tur; li-bay-na-tur	turn over	TURN (SOMETHING)	1445	10	Movimiento	
308-10-120-2	li-bay-na-tur	cku-tup-tur; li-bay-na-tur	turn over	TURN (SOMETHING)	1445	10	Movimiento	
308-10-130-1	sac-ka-tur	sac-ka-tur	turn around	TURN AROUND	1444	10	Movimiento	
308-10-150-1	lu-pay-na-tur	lu-pay-na-tur	roll	ROLL	827	10	Movimiento	
308-10-210-1	heu-tur	heu-tur; temp-tur	rise	RISE (MOVE UPWARDS)	568	10	Movimiento	
308-10-210-2	temp-tur	heu-tur; temp-tur	rise	RISE (MOVE UPWARDS)	568	10	Movimiento	
308-10-230-1	ckolck-tur	ckolck-tur; colc-tur	fall	FALL	1280	10	Movimiento	Also tto-mai-tur.
308-10-230-2	colc-tur	ckolck-tur; colc-tur	fall	FALL	1280	10	Movimiento	Also tto-mai-tur.
308-10-250-1	so-ru-tur	so-ru-tur; yoc-ke-tur	throw	THROW	1456	10	Movimiento	Also toock-na-clo.
308-10-250-2	yoc-ke-tur	so-ru-tur; yoc-ke-tur	throw	THROW	1456	10	Movimiento	Also toock-na-clo.
308-10-252-1	be-ri-na-tur	be-ri-na-tur; pat-pi-tur	catch (ball)	CATCH	702	10	Movimiento	
308-10-252-2	pat-pi-tur	be-ri-na-tur; pat-pi-tur	catch (ball)	CATCH	702	10	Movimiento	
308-10-320-1	che-rej-ner	che-rej-ner; che-res-nir	flow	FLOW	2003	10	Movimiento	
308-10-320-2	che-res-nir	che-rej-ner; che-res-nir	flow	FLOW	2003	10	Movimiento	
308-10-370-1	heu-tur	heu-tur	fly (vb)	FLY (MOVE THROUGH AIR)	1441	10	Movimiento	Also means 'rise' 10.210.
308-10-380-1	ppupu-tur	ppupu-tur	blow	BLOW (OF WIND)	175	10	Movimiento	
308-10-410-1	sor-ur-tur	sor-ur-tur	creep, crawl	CRAWL OR CREEP	3456	10	Movimiento	Also means 'throw'.
308-10-412-1	ttonck-tur	ttonck-tur	kneel	KNEEL	66	10	Movimiento	
308-10-430-1	suck-nu-tur	suck-nu-tur	jump, leap	JUMP	1829	10	Movimiento	
308-10-431-1	pas-sap-tur	pas-sap-tur	kick	KICK	1135	10	Movimiento	
308-10-450-1	cku-tchin-tur	cku-tchin-tur; lan-tur	walk	WALK	1443	10	Movimiento	Also sack-tur.
308-10-450-2	lan-tur	cku-tchin-tur; lan-tur	walk	WALK	1443	10	Movimiento	Also sack-tur.
308-10-460-1	balt-hi-tur	balt-hi-tur; cko-pa-cko-tur	run	RUN	1519	10	Movimiento	Also val-ti-ca-lo.
308-10-460-2	cko-pa-cko-tur	balt-hi-tur; cko-pa-cko-tur	run	RUN	1519	10	Movimiento	Also val-ti-ca-lo.
308-10-470-1	sack-tur	sack-tur; saj-ne-ma	go	GO	695	10	Movimiento	Also sa-qui-ma. The first form above also means 'walk' 10.450.
308-10-470-2	saj-ne-ma	sack-tur; saj-ne-ma	go	GO	695	10	Movimiento	Also sa-qui-ma. The first form above also means 'walk' 10.450.
308-10-471-1	mas-sa-tur	mas-sa-tur	go up	GO UP (ASCEND)	705	10	Movimiento	Also means 'go out' 10.474.
308-10-473-1	ta-bil-tur	ta-bil-tur	go down	GO DOWN (DESCEND)	2014	10	Movimiento	
308-10-474-1	mas-sa-tur	mas-sa-tur	go out	GO OUT	1107	10	Movimiento	Also means 'go up' 10.471.
308-10-480-1	hau-tur	hau-tur	come	COME	1446	10	Movimiento	
308-10-481-1	ckat-na-tur	ckat-na-tur	come back	COME BACK	581	10	Movimiento	
308-10-550-1	tte-tur	tte-tur	reach, arrive	ARRIVE	1387	10	Movimiento	
308-10-610-1	lap-tur	lap-tur	carry (bear)	CARRY	700	10	Movimiento	
308-10-613-1	ckap-tur	ckap-tur	carry-on-shoulder	CARRY ON SHOULDER	413	10	Movimiento	
308-10-620-1	ma-tur	ma-tur	bring	BRING	692	10	Movimiento	
308-10-660-1	back-ni-tur	back-ni-tur	ride	RIDE	367	10	Movimiento	Also means 'sit' 12.130.
308-10-670-1	ho-ni-tur	ho-ni-tur	push, shove	PUSH	1452	10	Movimiento	
308-10-710-1	beter	beter; pe-ter; pet-tir; pete	road	ROAD	667	10	Movimiento	
308-10-710-2	pe-ter	beter; pe-ter; pet-tir; pete	road	ROAD	667	10	Movimiento	
308-10-710-3	pet-tir	beter; pe-ter; pet-tir; pete	road	ROAD	667	10	Movimiento	
308-10-710-4	pete	beter; pe-ter; pet-tir; pete	road	ROAD	667	10	Movimiento	
308-10-740-1	sommala	sommala	bridge	BRIDGE	1011	10	Movimiento	
308-11-110-1	ttan-sir	ttan-sir; ttans-tur; ttan-zi	have	HAVE	773	11	Posesión	
308-11-110-2	ttans-tur	ttan-sir; ttans-tur; ttan-zi	have	HAVE	773	11	Posesión	
308-11-110-3	ttan-zi	ttan-sir; ttans-tur; ttan-zi	have	HAVE	773	11	Posesión	
308-11-130-1	te-pir-tur	te-pir-tur; ma-ca-lo	take	TAKE	1749	11	Posesión	
308-11-130-2	ma-ca-lo	te-pir-tur; ma-ca-lo	take	TAKE	1749	11	Posesión	
308-11-140-1	te-pir-tur	te-pir-tur	seize, grasp	SEIZE	855	11	Posesión	Also means 'take'.
308-11-150-1	tchauck-tur	tchauck-tur	hold	HOLD	1448	11	Posesión	
308-11-160-1	ma-is-tur	ma-is-tur	get, obtain	GET	694	11	Posesión	Also means 'find' 11.320.
308-11-210-1	ckan-tur	ckan-tur; hanc-ku-sa-tur	give	GIVE	1447	11	Posesión	Also yayawe.
308-11-210-2	hanc-ku-sa-tur	ckan-tur; hanc-ku-sa-tur	give	GIVE	1447	11	Posesión	Also yayawe.
308-11-270-1	tec-ki-tur	tec-ki-tur	destroy	DESTROY	681	11	Posesión	Also means 'chop, hew'.
308-11-310-1	ckonn-tur	ckonn-tur	seek, look for	LOOK FOR	1468	11	Posesión	
308-11-320-1	ma-is-tur	ma-is-tur	find	FIND	719	11	Posesión	Also means 'get, obtain' 11.160.
308-11-330-1	pi-la-pa-tur	pi-la-pa-tur	lose	MISPLACE	3072	11	Posesión	
308-11-520-1	back-tcha	back-tcha	poor	POOR	1674	11	Posesión	
308-11-540-1	tcha-na-tur	tcha-na-tur	avaricious, stingy	STINGY	1774	11	Posesión	
308-11-820-1	tta-si-tur	tta-si-tur	sell	SELL	1571	11	Posesión	
308-12-10-1	ttosti	ttosti	after	AFTER	1685	12	Relaciones espaciales	
308-12-11-1	ckocku	ckocku; ckoockops; cogciá	behind	BEHIND	1686	12	Relaciones espaciales	Also có-cop; k'ok'ops.
308-12-11-2	ckoockops	ckocku; ckoockops; cogciá	behind	BEHIND	1686	12	Relaciones espaciales	Also có-cop; k'ok'ops.
308-12-11-3	cogciá	ckocku; ckoockops; cogciá	behind	BEHIND	1686	12	Relaciones espaciales	Also có-cop; k'ok'ops.
308-12-30-1	backit	backit; vá-quit; ekebakipas	down, below	DOWN OR BELOW	2094	12	Relaciones espaciales	Also back's.
308-12-30-2	vá-quit	backit; vá-quit; ekebakipas	down, below	DOWN OR BELOW	2094	12	Relaciones espaciales	Also back's.
308-12-30-3	ekebakipas	backit; vá-quit; ekebakipas	down, below	DOWN OR BELOW	2094	12	Relaciones espaciales	Also back's.
308-12-40-1	ckonni	ckonni	before	BEFORE	1882	12	Relaciones espaciales	
308-12-41-1	halpaps	halpaps; hebi-i; zalpáia	front	IN FRONT OF	1883	12	Relaciones espaciales	Also salpa; cka-acks.
308-12-41-2	hebi-i	halpaps; hebi-i; zalpáia	front	IN FRONT OF	1883	12	Relaciones espaciales	Also salpa; cka-acks.
308-12-41-3	zalpáia	halpaps; hebi-i; zalpáia	front	IN FRONT OF	1883	12	Relaciones espaciales	Also salpa; cka-acks.
308-12-60-1	tcho-tchi	tcho-tchi	outside	OUTSIDE	762	12	Relaciones espaciales	
308-12-70-1	peppi	peppi; ish-cu; váquit	under	BELOW OR UNDER	1485	12	Relaciones espaciales	
308-12-70-2	ish-cu	peppi; ish-cu; váquit	under	BELOW OR UNDER	1485	12	Relaciones espaciales	
308-12-70-3	váquit	peppi; ish-cu; váquit	under	BELOW OR UNDER	1485	12	Relaciones espaciales	
308-12-80-1	ckito	ckito; muttu; ckec-tchi	up, above	UP	1591	12	Relaciones espaciales	Also mus-tu-pá; mut-u.
308-12-80-2	muttu	ckito; muttu; ckec-tchi	up, above	UP	1591	12	Relaciones espaciales	Also mus-tu-pá; mut-u.
308-12-80-3	ckec-tchi	ckito; muttu; ckec-tchi	up, above	UP	1591	12	Relaciones espaciales	Also mus-tu-pá; mut-u.
308-12-110-1	ara	ara; aro; les-si	place	PLACE (POSITION)	723	12	Relaciones espaciales	
308-12-110-2	aro	ara; aro; les-si	place	PLACE (POSITION)	723	12	Relaciones espaciales	
308-12-110-3	les-si	ara; aro; les-si	place	PLACE (POSITION)	723	12	Relaciones espaciales	
308-12-120-1	ttan-tur	ttan-tur; hil-tur	put	PUT	998	12	Relaciones espaciales	
308-12-120-2	hil-tur	ttan-tur; hil-tur	put	PUT	998	12	Relaciones espaciales	
308-12-130-1	back-ni-tur	back-ni-tur	sit	SIT	1416	12	Relaciones espaciales	Also means 'ride' 10.660.
308-12-140-1	ckac-ka-sin-tur	ckac-ka-sin-tur	lie down	LIE DOWN	215	12	Relaciones espaciales	Also sep-pi-an-tur; cka-ray-in.
308-12-150-1	ckes-tur	ckes-tur	stand	STAND	1442	12	Relaciones espaciales	
308-12-220-1	to-lac-kú-tur	to-lac-kú-tur; in-nal	join, unite	JOIN	1743	12	Relaciones espaciales	Also ha-lay-na-tur.
308-12-220-2	in-nal	to-lac-kú-tur; in-nal	join, unite	JOIN	1743	12	Relaciones espaciales	Also ha-lay-na-tur.
308-12-230-1	ttíc-ku-tur	ttíc-ku-tur	separate	SEPARATE	1359	12	Relaciones espaciales	
308-12-240-1	ckac-ka-tur	ckac-ka-tur; ckack-tur	open	OPEN	1156	12	Relaciones espaciales	Also ckas-tur.
308-12-240-2	ckack-tur	ckac-ka-tur; ckack-tur	open	OPEN	1156	12	Relaciones espaciales	Also ckas-tur.
308-12-260-1	ckosc-ka-tur	ckosc-ka-tur	cover	COVER	761	12	Relaciones espaciales	
308-12-270-1	ckaba-tur	ckaba-tur	hide, conceal	HIDE (CONCEAL)	602	12	Relaciones espaciales	
308-12-310-1	ca-pur	ca-pur; ckapur; kapur	high	HIGH	1265	12	Relaciones espaciales	Also means 'large, big' 12.550.
308-12-310-2	ckapur	ca-pur; ckapur; kapur	high	HIGH	1265	12	Relaciones espaciales	Also means 'large, big' 12.550.
308-12-310-3	kapur	ca-pur; ckapur; kapur	high	HIGH	1265	12	Relaciones espaciales	Also means 'large, big' 12.550.
308-12-320-1	ish-cu	ish-cu	low	LOW	721	12	Relaciones espaciales	
308-12-353-1	ckoi-yi	ckoi-yi	edge	EDGE	863	12	Relaciones espaciales	
308-12-360-1	ckaru	ckaru	side	SIDE	682	12	Relaciones espaciales	
308-12-370-1	ckees	ckees	middle, center	CENTER OR MIDDLE	3208	12	Relaciones espaciales	Also means 'half' 13.240.
308-12-410-1	ckonnir	ckonnir; com-pas	right (side)	RIGHT	1019	12	Relaciones espaciales	Also co-ni-pas.
308-12-410-2	com-pas	ckonnir; com-pas	right (side)	RIGHT	1019	12	Relaciones espaciales	Also co-ni-pas.
308-12-420-1	ckaapir	ckaapir; cka-pir; ca-pi-ra	left (side)	LEFT	244	12	Relaciones espaciales	Also k'apir.
308-12-420-2	cka-pir	ckaapir; cka-pir; ca-pi-ra	left (side)	LEFT	244	12	Relaciones espaciales	Also k'apir.
308-12-420-3	ca-pi-ra	ckaapir; cka-pir; ca-pi-ra	left (side)	LEFT	244	12	Relaciones espaciales	Also k'apir.
308-12-430-1	cko-yu	cko-yu; túckuba; ais-pur-iá	near (adv)	NEAR	1942	12	Relaciones espaciales	Also tucuba; ttucku; tuc-ku.
308-12-430-2	túckuba	cko-yu; túckuba; ais-pur-iá	near (adv)	NEAR	1942	12	Relaciones espaciales	Also tucuba; ttucku; tuc-ku.
308-12-430-3	ais-pur-iá	cko-yu; túckuba; ais-pur-iá	near (adv)	NEAR	1942	12	Relaciones espaciales	Also tucuba; ttucku; tuc-ku.
308-12-440-1	ckeleya	ckeleya; que-le-ya	far (adv)	FAR	1406	12	Relaciones espaciales	Also le-ya; leps.
308-12-440-2	que-le-ya	ckeleya; que-le-ya	far (adv)	FAR	1406	12	Relaciones espaciales	Also le-ya; leps.
308-12-450-1	ckockops	ckockops	east	EAST	1877	12	Relaciones espaciales	
308-12-460-1	atiu	atiu; ckapiniatin	west	WEST	1817	12	Relaciones espaciales	Also k'apin-ia-tin.
308-12-460-2	ckapiniatin	atiu; ckapiniatin	west	WEST	1817	12	Relaciones espaciales	Also k'apin-ia-tin.
308-12-470-1	mutups	mutups	north	NORTH	1598	12	Relaciones espaciales	
308-12-480-1	backa-ps	backa-ps	south	SOUTH	1595	12	Relaciones espaciales	
308-12-530-1	cka-pa-tur	cka-pa-tur	grow	GROW	479	12	Relaciones espaciales	
308-12-550-1	cka-pur	cka-pur	large, big	BIG	1202	12	Relaciones espaciales	Also means 'high'.
308-12-560-1	pe-ni	pe-ni; ckack-tchi	small, little	SMALL	1246	12	Relaciones espaciales	
308-12-560-2	ckack-tchi	pe-ni; ckack-tchi	small, little	SMALL	1246	12	Relaciones espaciales	
308-12-610-1	ckackar	ckackar; ckac-kar	wide, broad	WIDE	1243	12	Relaciones espaciales	
308-12-610-2	ckac-kar	ckackar; ckac-kar	wide, broad	WIDE	1243	12	Relaciones espaciales	
308-12-620-1	pickan	pickan; pik'an	narrow	NARROW	1267	12	Relaciones espaciales	
308-12-620-2	pik'an	pickan; pik'an	narrow	NARROW	1267	12	Relaciones espaciales	
308-12-630-1	mossi	mossi; muray-nir	thick (in dimension)	THICK	1244	12	Relaciones espaciales	
308-12-630-2	muray-nir	mossi; muray-nir	thick (in dimension)	THICK	1244	12	Relaciones espaciales	
308-12-650-1	picka	picka; ttipan	thin (in dimension)	THIN (OF SHAPE OF OBJECT)	2249	12	Relaciones espaciales	
308-12-650-2	ttipan	picka; ttipan	thin (in dimension)	THIN (OF SHAPE OF OBJECT)	2249	12	Relaciones espaciales	
308-12-670-1	tockol	tockol; toc-kor; yokoinar	deep	DEEP	1593	12	Relaciones espaciales	
308-12-670-2	toc-kor	tockol; toc-kor; yokoinar	deep	DEEP	1593	12	Relaciones espaciales	
308-12-670-3	yokoinar	tockol; toc-kor; yokoinar	deep	DEEP	1593	12	Relaciones espaciales	
308-12-710-1	perai-nir	perai-nir	flat	FLAT	1633	12	Relaciones espaciales	
308-12-740-1	besti	besti	crooked	CROOKED	297	12	Relaciones espaciales	
308-12-760-1	ckutchubí	ckutchubí	corner	CORNER	192	12	Relaciones espaciales	
308-12-810-1	loy-mur	loy-mur	round	ROUND	1395	12	Relaciones espaciales	
308-12-850-1	ckas-sa	ckas-sa; ckools; ttok-ko	hole	HOLE	1667	12	Relaciones espaciales	Also tocco; tookor; t'ok'o. See 'cave' 01.280.
308-12-850-2	ckools	ckas-sa; ckools; ttok-ko	hole	HOLE	1667	12	Relaciones espaciales	Also tocco; tookor; t'ok'o. See 'cave' 01.280.
308-12-850-3	ttok-ko	ckas-sa; ckools; ttok-ko	hole	HOLE	1667	12	Relaciones espaciales	Also tocco; tookor; t'ok'o. See 'cave' 01.280.
308-12-920-1	bicki	bicki	like, similar	SIMILAR	1558	12	Relaciones espaciales	
308-13-10-1	semma	semma; sem-ma; sema	one	ONE	1493	13	Cantidad	
308-13-10-2	sem-ma	semma; sem-ma; sema	one	ONE	1493	13	Cantidad	
308-13-10-3	sema	semma; sem-ma; sema	one	ONE	1493	13	Cantidad	
308-13-20-1	ppoya	ppoya; ppo-ya; poya	two	TWO	1498	13	Cantidad	
308-13-20-2	ppo-ya	ppoya; ppo-ya; poya	two	TWO	1498	13	Cantidad	
308-13-20-3	poya	ppoya; ppo-ya; poya	two	TWO	1498	13	Cantidad	
308-13-30-1	ppálama	ppálama; ppa-la-ma; pa-la-ma	three	THREE	492	13	Cantidad	
308-13-30-2	ppa-la-ma	ppálama; ppa-la-ma; pa-la-ma	three	THREE	492	13	Cantidad	
308-13-30-3	pa-la-ma	ppálama; ppa-la-ma; pa-la-ma	three	THREE	492	13	Cantidad	
308-13-40-1	chalpa	chalpa; chchal-pa	four	FOUR	1500	13	Cantidad	
308-13-40-2	chchal-pa	chalpa; chchal-pa	four	FOUR	1500	13	Cantidad	
308-13-50-1	mutusma	mutusma; mutzma; muts-ma	five	FIVE	493	13	Cantidad	Also mut-sis-ma.
308-13-50-2	mutzma	mutusma; mutzma; muts-ma	five	FIVE	493	13	Cantidad	Also mut-sis-ma.
308-13-50-3	muts-ma	mutusma; mutzma; muts-ma	five	FIVE	493	13	Cantidad	Also mut-sis-ma.
308-13-60-1	mítchala	mítchala; mí-che-lo	six	SIX	1703	13	Cantidad	
308-13-60-2	mí-che-lo	mítchala; mí-che-lo	six	SIX	1703	13	Cantidad	
308-13-70-1	tchoya	tchoya; tcho-ya	seven	SEVEN	1704	13	Cantidad	Also ch'hoya; chchoya.
308-13-70-2	tcho-ya	tchoya; tcho-ya	seven	SEVEN	1704	13	Cantidad	Also ch'hoya; chchoya.
308-13-80-1	tchólama	tchólama; chchó-la-ma	eight	EIGHT	1705	13	Cantidad	
308-13-80-2	chchó-la-ma	tchólama; chchó-la-ma	eight	EIGHT	1705	13	Cantidad	
308-13-90-1	téckara	téckara; secara; téker	nine	NINE	1483	13	Cantidad	Also te-cá-ra; té-ca-ra.
308-13-90-2	secara	téckara; secara; téker	nine	NINE	1483	13	Cantidad	Also te-cá-ra; té-ca-ra.
308-13-90-3	téker	téckara; secara; téker	nine	NINE	1483	13	Cantidad	Also te-cá-ra; té-ca-ra.
308-13-100-1	sutchi	sutchi; suchita; su-tchi	ten	TEN	1515	13	Cantidad	Also su-chi; such.
308-13-100-2	suchita	sutchi; suchita; su-tchi	ten	TEN	1515	13	Cantidad	Also su-chi; such.
308-13-100-3	su-tchi	sutchi; suchita; su-tchi	ten	TEN	1515	13	Cantidad	Also su-chi; such.
308-13-101-1	suchta sema	suchta sema	eleven	ELEVEN	1706	13	Cantidad	Also su-chi-ta se-ma; suchi sema.
308-13-102-1	suchta ppoya	suchta ppoya; suchi poya	twelve	TWELVE	1707	13	Cantidad	Also su-chi-ta ppo-ya.
308-13-102-2	suchi poya	suchta ppoya; suchi poya	twelve	TWELVE	1707	13	Cantidad	Also su-chi-ta ppo-ya.
308-13-103-1	suchita mutusma	suchita mutusma	fifteen	FIFTEEN	1709	13	Cantidad	
308-13-104-1	suchita	suchita; sutchi; su-chi	twenty	TWENTY	1710	13	Cantidad	Also su-chi-ta; tekner; tecnir.
308-13-104-2	sutchi	suchita; sutchi; su-chi	twenty	TWENTY	1710	13	Cantidad	Also su-chi-ta; tekner; tecnir.
308-13-104-3	su-chi	suchita; sutchi; su-chi	twenty	TWENTY	1710	13	Cantidad	Also su-chi-ta; tekner; tecnir.
308-13-105-1	aras sema	aras sema	hundred	HUNDRED	1634	13	Cantidad	
308-13-106-1	aras suchi	aras suchi	thousand	THOUSAND	1843	13	Cantidad	
308-13-150-1	cke	cke; ho-honar; ho-nar	much, many	MANY	1198	13	Cantidad	Also in-ti.
308-13-150-2	ho-honar	cke; ho-honar; ho-nar	much, many	MANY	1198	13	Cantidad	Also in-ti.
308-13-150-3	ho-nar	cke; ho-honar; ho-nar	much, many	MANY	1198	13	Cantidad	Also in-ti.
308-13-160-1	itchockol	itchockol	more	MORE	1992	13	Cantidad	
308-13-170-1	itchpur	itchpur; it-chu-pur	little (quantity), few	FEW	1242	13	Cantidad	
308-13-170-2	it-chu-pur	itchpur; it-chu-pur	little (quantity), few	FEW	1242	13	Cantidad	
308-13-180-1	in-ti-pur	in-ti-pur	enough	ENOUGH	1881	13	Cantidad	
308-13-210-1	ke	ke; cks	full	FULL	1429	13	Cantidad	
308-13-210-2	cks	ke; cks	full	FULL	1429	13	Cantidad	
308-13-220-1	húmar	húmar	empty	EMPTY	1624	13	Cantidad	
308-13-240-1	ckees	ckees	half	HALF	816	13	Cantidad	Also means 'middle, center' 12.370.
308-13-330-1	nunar	nunar; nun-na	alone, only	ONLY	1580	13	Cantidad	
308-13-330-2	nun-na	nunar; nun-na	alone, only	ONLY	1580	13	Cantidad	
308-13-340-1	semmu	semmu	first	FIRST	728	13	Cantidad	
308-13-360-1	ppoinu	ppoinu	second	SECOND	1384	13	Cantidad	
308-13-420-1	ppalantín	ppalantín	third	THIRD	1859	13	Cantidad	
308-14-130-1	ckari	ckari; ca-ri	new	NEW	1231	14	Tiempo	
308-14-130-2	ca-ri	ckari; ca-ri	new	NEW	1231	14	Tiempo	
308-14-180-1	a-nu	a-nu; an-nu	now	NOW	1376	14	Tiempo	
308-14-180-2	an-nu	a-nu; an-nu	now	NOW	1376	14	Tiempo	
308-14-210-1	je-te-calc-ta	je-te-calc-ta	swift, fast, quick	FAST	1631	14	Tiempo	
308-14-220-1	yabían	yabían	slow	SLOW	701	14	Tiempo	
308-14-250-1	cka-ya-ri-tur	cka-ya-ri-tur	begin, beginning	BEGIN OR START	3447	14	Tiempo	
308-14-310-1	ianinckiaré	ianinckiaré; ia-nin-quia-re	always	ALWAYS	1676	14	Tiempo	Also icks-puria-ayan.
308-14-310-2	ia-nin-quia-re	ianinckiaré; ia-nin-quia-re	always	ALWAYS	1676	14	Tiempo	Also icks-puria-ayan.
308-14-331-1	pickum	pickum; pi-cun; pic-ku	soon	SOON	703	14	Tiempo	Also pickulebal.
308-14-331-2	pi-cun	pickum; pi-cun; pic-ku	soon	SOON	703	14	Tiempo	Also pickulebal.
308-14-331-3	pic-ku	pickum; pi-cun; pic-ku	soon	SOON	703	14	Tiempo	Also pickulebal.
308-14-340-1	ckeleutch-auɲa	ckeleutch-auɲa	never	NEVER	1656	14	Tiempo	
308-14-350-1	cka-ta-sen-cul	cka-ta-sen-cul	again	AGAIN	204	14	Tiempo	
308-14-410-1	ckaapin	ckaapin; cap-pin; huasina	day	DAY (NOT NIGHT)	1225	14	Tiempo	The former also mean 'sun' 01.520.
308-14-410-2	cap-pin	ckaapin; cap-pin; huasina	day	DAY (NOT NIGHT)	1225	14	Tiempo	The former also mean 'sun' 01.520.
308-14-410-3	huasina	ckaapin; cap-pin; huasina	day	DAY (NOT NIGHT)	1225	14	Tiempo	The former also mean 'sun' 01.520.
308-14-420-1	atán	atán; tul-tur; ttul-ti	night	NIGHT	1233	14	Tiempo	
308-14-420-2	tul-tur	atán; tul-tur; ttul-ti	night	NIGHT	1233	14	Tiempo	
308-14-420-3	ttul-ti	atán; tul-tur; ttul-ti	night	NIGHT	1233	14	Tiempo	
308-14-430-1	lálackma	lálackma; ttapian	dawn	DAWN	729	14	Tiempo	
308-14-430-2	ttapian	lálackma; ttapian	dawn	DAWN	729	14	Tiempo	
308-14-450-1	cko-las	cko-las	noon, midday	MIDDAY	12	14	Tiempo	
308-14-460-1	tapur	tapur	evening	EVENING	1629	14	Tiempo	
